JobKey,JobTitle,Occupation_Code,Job_Family,IndustryKey,ExperienceKey,AIImpactKey,WorkModeKey,SalaryAnalyticsKey,Job_Status,Description,Career_Path_Example
597,Customer Service Rep 597,45-1216,Operations,16,43,37,44,51,Declining,Description for job 597,Management
598,Nurse 598,15-4511,HR,87,40,39,11,67,Emerging,Description for job 598,Management
599,Data Scientist 599,29-1675,Operations,34,49,32,7,183,Transforming,Description for job 599,Management
600,Nurse 600,21-3284,Marketing,65,29,44,36,85,Stable,Description for job 600,Management
601,Customer Service Rep 601,97-4302,HR,98,35,38,30,104,Declining,Description for job 601,Management
602,Financial Analyst 602,44-8351,Technology,26,26,17,28,143,Transforming,Description for job 602,Management
603,HR Specialist 603,25-5506,HR,23,24,30,17,34,Stable,Description for job 603,Management
604,Machine Learning Engineer 604,69-3848,HR,87,32,7,39,111,Emerging,Description for job 604,Management
605,Software Engineer 605,10-8826,HR,28,46,46,41,79,Stable,Description for job 605,Specialist
606,Truck Driver 606,73-9081,Technology,73,25,20,26,78,Stable,Description for job 606,Management
607,Nurse 607,93-2307,Marketing,18,35,45,29,187,Transforming,Description for job 607,Management
608,Truck Driver 608,50-3429,Marketing,30,26,6,36,149,Transforming,Description for job 608,Senior Role
609,AI Specialist 609,12-3922,Technology,68,10,45,6,111,Transforming,Description for job 609,Management
610,Graphic Designer 610,62-4438,HR,95,32,23,8,50,Declining,Description for job 610,Specialist
611,Marketing Manager 611,50-8522,Marketing,96,32,16,32,172,Emerging,Description for job 611,Management
612,HR Specialist 612,24-6850,Sales,74,23,42,10,14,Stable,Description for job 612,Specialist
613,Truck Driver 613,62-7822,HR,18,34,30,19,131,Transforming,Description for job 613,Senior Role
614,HR Specialist 614,96-2201,Operations,21,22,30,29,31,Transforming,Description for job 614,Senior Role
615,Nurse 615,39-3351,Marketing,82,45,5,14,29,Emerging,Description for job 615,Management
616,Accountant 616,27-3813,Operations,95,7,48,46,95,Stable,Description for job 616,Management
617,Financial Analyst 617,99-5348,Operations,87,9,5,8,121,Transforming,Description for job 617,Management
618,Machine Learning Engineer 618,36-6038,Operations,14,22,5,35,184,Declining,Description for job 618,Senior Role
619,AI Specialist 619,61-3556,Operations,73,14,28,41,199,Transforming,Description for job 619,Management
620,Financial Analyst 620,66-3420,Operations,36,20,49,42,103,Emerging,Description for job 620,Senior Role
621,Customer Service Rep 621,50-2290,Operations,43,38,23,6,23,Stable,Description for job 621,Senior Role
622,Sales Director 622,60-6788,HR,77,11,29,22,113,Transforming,Description for job 622,Specialist
623,Marketing Manager 623,99-4207,Operations,15,5,12,31,167,Declining,Description for job 623,Management
624,Graphic Designer 624,78-2415,Finance,93,3,9,47,88,Emerging,Description for job 624,Senior Role
625,Marketing Manager 625,23-6057,Sales,67,4,35,33,188,Emerging,Description for job 625,Management
626,Marketing Manager 626,61-9296,Finance,74,7,20,19,136,Declining,Description for job 626,Management
627,Data Scientist 627,71-4955,Technology,76,28,20,2,182,Stable,Description for job 627,Management
628,Software Engineer 628,69-4080,Operations,82,12,21,18,80,Stable,Description for job 628,Management
629,Marketing Manager 629,26-2615,HR,22,24,8,48,1,Stable,Description for job 629,Senior Role
630,Financial Analyst 630,22-6410,Operations,20,17,28,31,65,Stable,Description for job 630,Specialist
631,Machine Learning Engineer 631,42-5118,Finance,20,5,45,18,110,Stable,Description for job 631,Specialist
632,Marketing Manager 632,99-7756,Finance,57,49,37,30,87,Transforming,Description for job 632,Management
633,Customer Service Rep 633,32-8925,HR,97,11,38,50,175,Declining,Description for job 633,Senior Role
634,Sales Director 634,87-2873,Marketing,22,45,23,31,153,Stable,Description for job 634,Specialist
635,Marketing Manager 635,82-3627,Technology,53,13,5,36,13,Emerging,Description for job 635,Management
636,Software Engineer 636,24-4332,Marketing,29,31,37,33,64,Declining,Description for job 636,Senior Role
637,Customer Service Rep 637,26-2499,Technology,28,43,21,27,15,Stable,Description for job 637,Senior Role
638,HR Specialist 638,94-6732,Finance,1,47,6,8,113,Declining,Description for job 638,Specialist
639,Sales Director 639,62-1828,HR,64,18,29,45,166,Stable,Description for job 639,Management
640,Data Scientist 640,50-9522,Technology,91,31,46,25,171,Declining,Description for job 640,Senior Role
641,AI Specialist 641,95-5069,Sales,13,42,5,29,144,Transforming,Description for job 641,Specialist
642,Machine Learning Engineer 642,80-3179,Operations,2,33,5,43,83,Transforming,Description for job 642,Management
643,Nurse 643,19-9952,Technology,71,9,6,11,198,Declining,Description for job 643,Senior Role
644,Machine Learning Engineer 644,95-3802,Finance,82,39,9,36,30,Transforming,Description for job 644,Management
645,Sales Director 645,10-1594,Finance,33,37,9,18,170,Transforming,Description for job 645,Senior Role
646,Machine Learning Engineer 646,38-8599,Operations,82,42,47,20,37,Emerging,Description for job 646,Specialist
647,Software Engineer 647,54-7759,HR,2,26,10,36,109,Emerging,Description for job 647,Senior Role
648,Customer Service Rep 648,42-1176,HR,64,3,1,44,8,Transforming,Description for job 648,Management
649,Truck Driver 649,70-4809,Sales,92,24,13,26,60,Declining,Description for job 649,Specialist
650,Nurse 650,78-1058,Marketing,87,47,43,23,143,Emerging,Description for job 650,Management
651,AI Specialist 651,81-4778,Sales,72,46,8,19,173,Emerging,Description for job 651,Senior Role
652,AI Specialist 652,96-9038,Sales,47,33,10,26,93,Transforming,Description for job 652,Management
653,Sales Director 653,71-9017,Technology,14,33,34,1,153,Stable,Description for job 653,Management
654,Nurse 654,73-1281,Marketing,33,13,25,15,178,Declining,Description for job 654,Senior Role
655,Sales Director 655,20-1724,Technology,67,47,21,14,50,Transforming,Description for job 655,Senior Role
656,Software Engineer 656,81-2591,Operations,4,29,23,23,97,Stable,Description for job 656,Specialist
657,Customer Service Rep 657,84-9305,Sales,62,48,24,37,117,Stable,Description for job 657,Specialist
658,Data Scientist 658,81-2616,Sales,39,33,30,46,19,Transforming,Description for job 658,Senior Role
659,AI Specialist 659,21-6555,Marketing,48,20,2,35,163,Declining,Description for job 659,Specialist
660,Sales Director 660,91-6352,HR,18,41,20,45,196,Stable,Description for job 660,Management
661,Customer Service Rep 661,60-5693,Operations,21,48,12,37,73,Declining,Description for job 661,Management
662,Software Engineer 662,87-9104,Marketing,45,28,19,2,195,Transforming,Description for job 662,Specialist
663,Sales Director 663,46-6537,Sales,20,17,29,42,1,Stable,Description for job 663,Specialist
664,Accountant 664,21-3226,HR,65,28,18,35,70,Declining,Description for job 664,Specialist
665,Financial Analyst 665,30-8363,Marketing,38,7,26,36,59,Transforming,Description for job 665,Senior Role
666,AI Specialist 666,22-7476,Technology,13,34,30,30,36,Stable,Description for job 666,Specialist
667,Marketing Manager 667,59-9664,HR,27,42,46,6,138,Emerging,Description for job 667,Specialist
668,HR Specialist 668,43-4808,Finance,71,19,25,14,52,Stable,Description for job 668,Senior Role
669,Sales Director 669,89-7585,Technology,39,37,3,21,7,Declining,Description for job 669,Senior Role
670,Marketing Manager 670,93-9418,HR,41,9,19,16,175,Emerging,Description for job 670,Specialist
671,HR Specialist 671,90-1020,Marketing,89,39,47,50,153,Declining,Description for job 671,Senior Role
672,Graphic Designer 672,56-3349,Sales,90,12,22,11,124,Emerging,Description for job 672,Specialist
673,Graphic Designer 673,95-4924,Technology,79,42,2,1,152,Declining,Description for job 673,Specialist
674,Nurse 674,76-8612,Marketing,29,23,26,19,120,Declining,Description for job 674,Specialist
675,HR Specialist 675,38-2423,Marketing,80,46,29,29,72,Transforming,Description for job 675,Specialist
676,Nurse 676,91-5550,Finance,22,18,47,20,113,Stable,Description for job 676,Specialist
677,Graphic Designer 677,17-8384,Marketing,20,28,37,32,177,Transforming,Description for job 677,Specialist
678,AI Specialist 678,26-3664,Technology,92,23,38,33,18,Emerging,Description for job 678,Management
679,Financial Analyst 679,77-6747,HR,13,47,11,13,137,Emerging,Description for job 679,Management
680,AI Specialist 680,68-9116,Finance,18,21,44,30,112,Transforming,Description for job 680,Specialist
681,Software Engineer 681,48-2546,Sales,61,43,19,33,46,Stable,Description for job 681,Management
682,Data Scientist 682,37-9872,Operations,64,37,15,47,67,Emerging,Description for job 682,Senior Role
683,Financial Analyst 683,43-6939,Marketing,100,36,45,21,150,Transforming,Description for job 683,Senior Role
684,Marketing Manager 684,34-3882,Sales,56,33,11,18,117,Stable,Description for job 684,Specialist
685,AI Specialist 685,20-2878,HR,17,42,12,17,18,Stable,Description for job 685,Management
686,Data Scientist 686,35-7071,HR,51,39,14,48,123,Declining,Description for job 686,Specialist
687,Truck Driver 687,97-4006,Operations,98,17,42,13,51,Emerging,Description for job 687,Specialist
688,Truck Driver 688,46-1436,HR,60,42,47,49,167,Stable,Description for job 688,Senior Role
689,Accountant 689,46-4557,HR,81,29,35,26,152,Stable,Description for job 689,Management
690,Truck Driver 690,30-3344,Finance,20,48,39,20,45,Stable,Description for job 690,Management
691,Accountant 691,18-1569,Finance,56,26,6,9,77,Stable,Description for job 691,Specialist
692,Financial Analyst 692,88-8316,Sales,45,30,39,27,68,Transforming,Description for job 692,Senior Role
693,Marketing Manager 693,80-1382,Sales,1,36,5,5,128,Declining,Description for job 693,Specialist
694,Sales Director 694,65-5037,Finance,7,21,1,16,153,Emerging,Description for job 694,Management
695,Marketing Manager 695,70-9241,Marketing,91,9,32,1,43,Transforming,Description for job 695,Specialist
696,Nurse 696,74-2254,Marketing,2,44,45,41,69,Transforming,Description for job 696,Senior Role
697,Machine Learning Engineer 697,77-6163,Sales,6,25,24,47,142,Emerging,Description for job 697,Specialist
698,Financial Analyst 698,55-1897,Technology,58,50,45,27,121,Stable,Description for job 698,Senior Role
699,Data Scientist 699,64-9298,Marketing,35,40,15,49,151,Declining,Description for job 699,Specialist
700,Software Engineer 700,29-2592,Finance,51,32,33,42,15,Transforming,Description for job 700,Senior Role
701,Financial Analyst 701,48-4372,Technology,61,44,14,41,147,Emerging,Description for job 701,Senior Role
702,Marketing Manager 702,77-5166,Finance,71,40,16,17,154,Stable,Description for job 702,Management
703,Financial Analyst 703,47-2281,HR,37,5,36,24,29,Declining,Description for job 703,Senior Role
704,Accountant 704,70-2037,Operations,19,25,25,47,99,Transforming,Description for job 704,Management
705,Software Engineer 705,92-5572,Finance,54,9,3,43,158,Declining,Description for job 705,Senior Role
706,HR Specialist 706,23-1212,Marketing,9,46,12,15,61,Transforming,Description for job 706,Senior Role
707,Graphic Designer 707,44-8197,Marketing,52,26,27,27,12,Emerging,Description for job 707,Management
708,HR Specialist 708,65-7285,Sales,24,30,39,28,19,Declining,Description for job 708,Specialist
709,Customer Service Rep 709,84-6173,HR,76,13,33,31,60,Transforming,Description for job 709,Senior Role
710,Marketing Manager 710,92-2121,Sales,48,41,37,43,162,Transforming,Description for job 710,Specialist
711,HR Specialist 711,58-2226,Marketing,22,43,40,33,128,Transforming,Description for job 711,Senior Role
712,Financial Analyst 712,15-6243,Sales,38,18,20,44,26,Stable,Description for job 712,Senior Role
713,Sales Director 713,41-8486,HR,61,38,30,12,61,Transforming,Description for job 713,Specialist
714,AI Specialist 714,18-7759,Sales,54,23,19,50,147,Declining,Description for job 714,Specialist
715,AI Specialist 715,67-6224,Operations,71,41,6,29,166,Declining,Description for job 715,Management
716,Truck Driver 716,63-4120,Finance,62,27,20,34,14,Stable,Description for job 716,Senior Role
717,Marketing Manager 717,93-3950,Finance,8,21,34,6,5,Stable,Description for job 717,Specialist
718,Marketing Manager 718,65-1648,Sales,28,10,8,18,132,Declining,Description for job 718,Senior Role
719,Marketing Manager 719,38-1845,Operations,18,31,23,42,165,Stable,Description for job 719,Senior Role
720,Nurse 720,30-2566,Technology,28,44,45,4,125,Declining,Description for job 720,Specialist
721,HR Specialist 721,81-9058,Marketing,61,21,46,44,161,Emerging,Description for job 721,Specialist
722,Software Engineer 722,14-6463,Marketing,82,23,16,16,116,Emerging,Description for job 722,Management
723,Machine Learning Engineer 723,37-7318,Technology,51,21,43,12,184,Emerging,Description for job 723,Management
724,Marketing Manager 724,88-8939,Operations,46,27,49,20,119,Stable,Description for job 724,Management
725,Sales Director 725,15-4707,HR,28,42,10,48,13,Transforming,Description for job 725,Management
726,Accountant 726,48-8691,Operations,15,20,19,28,114,Transforming,Description for job 726,Senior Role
727,Marketing Manager 727,56-9260,Technology,15,35,25,44,193,Stable,Description for job 727,Management
728,Sales Director 728,92-1439,HR,32,45,15,22,145,Emerging,Description for job 728,Senior Role
729,Graphic Designer 729,20-3574,Operations,52,6,25,42,73,Emerging,Description for job 729,Management
730,Machine Learning Engineer 730,99-4556,Sales,94,44,25,49,83,Transforming,Description for job 730,Specialist
731,HR Specialist 731,49-2929,Finance,13,1,31,13,62,Stable,Description for job 731,Senior Role
732,Nurse 732,11-4173,Finance,36,26,10,31,12,Stable,Description for job 732,Senior Role
733,Marketing Manager 733,50-1760,HR,51,28,18,41,177,Transforming,Description for job 733,Specialist
734,Graphic Designer 734,49-7658,HR,14,16,28,23,76,Declining,Description for job 734,Specialist
735,Graphic Designer 735,16-7033,Technology,41,31,3,16,137,Declining,Description for job 735,Specialist
736,Marketing Manager 736,41-5790,Technology,15,27,49,38,46,Transforming,Description for job 736,Specialist
737,Sales Director 737,62-2613,Marketing,68,24,1,50,66,Declining,Description for job 737,Management
738,Financial Analyst 738,45-5244,HR,85,11,22,6,131,Stable,Description for job 738,Specialist
739,Graphic Designer 739,81-6511,HR,14,3,17,16,71,Declining,Description for job 739,Management
740,HR Specialist 740,89-7380,Sales,32,44,43,6,181,Emerging,Description for job 740,Senior Role
741,Truck Driver 741,32-1136,Marketing,73,8,24,26,22,Stable,Description for job 741,Senior Role
742,Software Engineer 742,80-1548,Marketing,1,41,27,44,190,Transforming,Description for job 742,Senior Role
743,HR Specialist 743,44-3541,Sales,30,7,49,17,108,Transforming,Description for job 743,Specialist
744,HR Specialist 744,79-1965,Technology,51,37,36,20,9,Emerging,Description for job 744,Senior Role
745,Marketing Manager 745,82-5359,Technology,5,9,48,41,123,Declining,Description for job 745,Management
746,Accountant 746,92-8538,Finance,28,31,25,26,100,Declining,Description for job 746,Specialist
747,Graphic Designer 747,55-3590,Technology,21,10,47,42,46,Emerging,Description for job 747,Specialist
748,AI Specialist 748,28-1089,Sales,54,15,31,23,90,Stable,Description for job 748,Management
749,Accountant 749,99-9687,Operations,35,8,29,47,6,Emerging,Description for job 749,Specialist
750,Data Scientist 750,18-3637,Finance,82,5,46,47,83,Transforming,Description for job 750,Senior Role
751,Truck Driver 751,46-3035,Operations,28,41,44,48,172,Stable,Description for job 751,Specialist
752,Nurse 752,36-4780,Finance,9,33,36,48,92,Transforming,Description for job 752,Specialist
753,Software Engineer 753,82-8498,Operations,20,22,6,26,127,Declining,Description for job 753,Specialist
754,AI Specialist 754,14-5404,Technology,37,43,13,23,132,Declining,Description for job 754,Management
755,AI Specialist 755,53-3327,Sales,61,40,49,29,101,Declining,Description for job 755,Specialist
756,Financial Analyst 756,86-8642,Sales,89,32,19,26,109,Transforming,Description for job 756,Management
757,Marketing Manager 757,81-9719,Sales,20,29,8,14,78,Stable,Description for job 757,Management
758,Marketing Manager 758,14-8516,Sales,1,6,12,17,86,Transforming,Description for job 758,Specialist
759,Truck Driver 759,25-7327,Technology,91,42,13,46,105,Stable,Description for job 759,Management
760,Customer Service Rep 760,26-2502,Finance,94,49,16,25,147,Emerging,Description for job 760,Specialist
761,Machine Learning Engineer 761,82-9268,Marketing,69,30,25,2,129,Stable,Description for job 761,Management
762,Software Engineer 762,42-2981,HR,30,4,29,48,27,Emerging,Description for job 762,Management
763,HR Specialist 763,89-8851,Technology,11,30,18,5,97,Stable,Description for job 763,Management
764,Customer Service Rep 764,15-6264,Sales,37,10,1,49,70,Stable,Description for job 764,Management
765,Data Scientist 765,63-8946,HR,6,35,48,45,193,Transforming,Description for job 765,Management
766,Financial Analyst 766,14-1631,Finance,84,6,41,21,141,Emerging,Description for job 766,Specialist
767,Nurse 767,73-9767,Operations,65,40,49,21,113,Stable,Description for job 767,Management
768,AI Specialist 768,69-1792,Sales,21,6,21,45,150,Stable,Description for job 768,Senior Role
769,Graphic Designer 769,92-2908,Operations,45,30,5,21,94,Stable,Description for job 769,Management
770,AI Specialist 770,25-2013,Sales,87,40,23,6,156,Declining,Description for job 770,Management
771,Truck Driver 771,32-3851,Marketing,48,42,31,12,186,Transforming,Description for job 771,Management
772,Graphic Designer 772,20-9121,Finance,75,42,1,7,27,Emerging,Description for job 772,Management
773,Software Engineer 773,16-4879,Operations,13,27,30,31,28,Transforming,Description for job 773,Management
774,Truck Driver 774,66-9533,Marketing,88,50,4,45,28,Stable,Description for job 774,Specialist
775,Marketing Manager 775,67-7449,Marketing,86,18,23,10,4,Transforming,Description for job 775,Management
776,Nurse 776,49-2503,Operations,47,37,49,30,17,Transforming,Description for job 776,Senior Role
777,Software Engineer 777,40-1786,Finance,55,48,40,11,131,Declining,Description for job 777,Specialist
778,Machine Learning Engineer 778,10-8523,Sales,22,21,1,21,106,Transforming,Description for job 778,Senior Role
779,Graphic Designer 779,35-7393,HR,33,20,26,24,50,Transforming,Description for job 779,Senior Role
780,Accountant 780,22-6415,Marketing,34,33,36,16,28,Stable,Description for job 780,Specialist
781,AI Specialist 781,20-3899,Sales,62,43,15,47,160,Transforming,Description for job 781,Senior Role
782,Sales Director 782,32-9868,HR,57,1,46,38,18,Declining,Description for job 782,Senior Role
783,Software Engineer 783,65-3655,Operations,80,36,44,16,128,Emerging,Description for job 783,Specialist
784,HR Specialist 784,16-1234,HR,4,30,26,28,181,Stable,Description for job 784,Specialist
785,HR Specialist 785,36-2068,Operations,78,9,50,1,144,Declining,Description for job 785,Specialist
786,Software Engineer 786,10-8096,Operations,46,4,8,42,30,Declining,Description for job 786,Senior Role
787,Financial Analyst 787,44-8677,Operations,64,28,34,45,177,Transforming,Description for job 787,Specialist
788,Truck Driver 788,96-5862,Operations,83,49,16,38,23,Declining,Description for job 788,Specialist
789,Nurse 789,45-2087,Operations,64,23,36,23,169,Transforming,Description for job 789,Senior Role
790,Truck Driver 790,12-9269,Marketing,55,32,30,35,98,Transforming,Description for job 790,Senior Role
791,Sales Director 791,25-4959,Operations,87,4,43,19,158,Emerging,Description for job 791,Specialist
792,Machine Learning Engineer 792,11-1158,HR,92,6,29,43,174,Declining,Description for job 792,Management
793,Machine Learning Engineer 793,53-7407,HR,86,12,28,50,21,Declining,Description for job 793,Specialist
794,Nurse 794,82-8946,Operations,74,29,28,21,87,Transforming,Description for job 794,Specialist
795,Data Scientist 795,23-2479,Sales,75,7,40,24,49,Stable,Description for job 795,Senior Role
796,Marketing Manager 796,94-4907,Sales,64,10,19,1,15,Transforming,Description for job 796,Specialist
797,Nurse 797,38-4239,Operations,9,3,10,22,110,Declining,Description for job 797,Management
798,Machine Learning Engineer 798,82-6604,Marketing,97,32,17,42,175,Transforming,Description for job 798,Specialist
799,Software Engineer 799,77-5924,Finance,81,45,27,31,61,Declining,Description for job 799,Management
800,Machine Learning Engineer 800,90-7144,HR,9,19,15,18,41,Transforming,Description for job 800,Management
801,AI Specialist 801,41-9066,Operations,55,37,18,4,85,Stable,Description for job 801,Senior Role
802,Nurse 802,92-4342,Operations,61,5,20,10,161,Transforming,Description for job 802,Specialist
803,AI Specialist 803,16-5066,Technology,59,27,21,45,6,Stable,Description for job 803,Management
804,Software Engineer 804,35-7048,Finance,49,3,33,25,36,Stable,Description for job 804,Specialist
805,Nurse 805,56-5699,Marketing,36,4,2,45,51,Stable,Description for job 805,Specialist
806,Graphic Designer 806,91-8571,Finance,40,18,14,13,108,Emerging,Description for job 806,Specialist
807,Nurse 807,81-8642,Finance,26,12,31,26,80,Transforming,Description for job 807,Management
808,Marketing Manager 808,66-7361,Marketing,91,37,16,25,70,Stable,Description for job 808,Management
809,Accountant 809,38-2502,Operations,95,47,33,12,178,Declining,Description for job 809,Specialist
810,AI Specialist 810,59-3088,Sales,33,23,20,31,79,Emerging,Description for job 810,Senior Role
811,Graphic Designer 811,33-8325,Marketing,75,37,1,14,30,Stable,Description for job 811,Senior Role
812,Financial Analyst 812,60-3553,Technology,39,50,45,22,11,Declining,Description for job 812,Senior Role
813,Customer Service Rep 813,15-9833,Finance,18,36,31,29,42,Transforming,Description for job 813,Specialist
814,Graphic Designer 814,18-1078,Marketing,59,28,22,34,40,Declining,Description for job 814,Management
815,Graphic Designer 815,92-6951,Marketing,36,21,3,8,162,Emerging,Description for job 815,Specialist
816,HR Specialist 816,29-7326,Sales,80,49,25,8,193,Emerging,Description for job 816,Senior Role
817,AI Specialist 817,87-4698,Sales,50,21,38,43,81,Transforming,Description for job 817,Management
818,Software Engineer 818,88-8379,Sales,15,1,43,33,126,Declining,Description for job 818,Management
819,Software Engineer 819,60-3040,Sales,13,5,31,23,8,Stable,Description for job 819,Specialist
820,Customer Service Rep 820,64-1391,Finance,33,13,19,9,181,Transforming,Description for job 820,Management
821,Machine Learning Engineer 821,29-1510,HR,93,24,46,45,102,Emerging,Description for job 821,Specialist
822,Sales Director 822,33-4447,Sales,65,17,40,43,52,Stable,Description for job 822,Specialist
823,Machine Learning Engineer 823,94-7916,Operations,67,13,50,50,62,Stable,Description for job 823,Management
824,Graphic Designer 824,27-3495,Operations,9,2,28,25,175,Stable,Description for job 824,Specialist
825,Customer Service Rep 825,40-4116,Finance,58,37,12,29,193,Stable,Description for job 825,Management
826,Customer Service Rep 826,21-8526,HR,53,31,29,33,77,Declining,Description for job 826,Senior Role
827,Financial Analyst 827,55-1838,HR,7,48,11,46,139,Transforming,Description for job 827,Specialist
828,Sales Director 828,71-1744,HR,32,33,28,15,23,Stable,Description for job 828,Senior Role
829,Financial Analyst 829,52-6829,Finance,65,2,39,34,10,Declining,Description for job 829,Specialist
830,Truck Driver 830,66-6250,Technology,1,31,32,27,55,Declining,Description for job 830,Management
831,Sales Director 831,88-3350,Sales,8,48,39,39,54,Declining,Description for job 831,Management
832,HR Specialist 832,18-7859,Technology,38,1,39,31,7,Transforming,Description for job 832,Senior Role
833,Truck Driver 833,44-9499,Marketing,74,25,21,43,86,Emerging,Description for job 833,Senior Role
834,Software Engineer 834,35-1334,Operations,4,21,11,26,86,Emerging,Description for job 834,Management
835,Accountant 835,93-6274,HR,67,33,5,37,99,Stable,Description for job 835,Management
836,Machine Learning Engineer 836,14-9035,Sales,20,21,35,10,165,Transforming,Description for job 836,Specialist
837,Sales Director 837,35-3389,Finance,91,25,36,39,54,Declining,Description for job 837,Specialist
838,Marketing Manager 838,93-3404,Finance,88,27,49,25,184,Transforming,Description for job 838,Specialist
839,Truck Driver 839,49-2751,HR,55,6,12,3,174,Stable,Description for job 839,Specialist
840,Customer Service Rep 840,40-8137,Finance,73,20,8,3,103,Transforming,Description for job 840,Specialist
841,Financial Analyst 841,34-7176,Finance,81,36,40,41,167,Emerging,Description for job 841,Management
842,Sales Director 842,73-1232,Sales,76,50,5,25,13,Declining,Description for job 842,Senior Role
843,AI Specialist 843,68-5895,Technology,61,15,27,19,160,Transforming,Description for job 843,Senior Role
844,Marketing Manager 844,68-7266,Marketing,38,41,48,46,73,Emerging,Description for job 844,Senior Role
845,Graphic Designer 845,17-5718,Marketing,9,49,49,16,13,Declining,Description for job 845,Management
846,Customer Service Rep 846,75-3819,HR,71,45,12,48,48,Transforming,Description for job 846,Management
847,HR Specialist 847,78-9643,Technology,36,23,14,39,195,Transforming,Description for job 847,Management
848,AI Specialist 848,73-1012,Finance,71,3,23,45,5,Declining,Description for job 848,Management
849,Sales Director 849,99-3105,Operations,10,40,10,37,146,Emerging,Description for job 849,Management
850,Software Engineer 850,77-8324,Sales,41,2,49,24,126,Transforming,Description for job 850,Management
851,Nurse 851,39-8503,Technology,88,16,19,44,73,Transforming,Description for job 851,Specialist
852,Financial Analyst 852,30-9295,Sales,84,18,8,31,35,Declining,Description for job 852,Senior Role
853,Graphic Designer 853,53-5142,Operations,77,3,48,36,97,Stable,Description for job 853,Management
854,Marketing Manager 854,75-6018,Technology,76,35,35,46,117,Stable,Description for job 854,Management
855,Data Scientist 855,18-3277,HR,79,48,28,15,48,Emerging,Description for job 855,Management
856,AI Specialist 856,78-1919,Marketing,86,22,33,28,38,Emerging,Description for job 856,Management
857,Accountant 857,86-9920,Technology,46,38,38,44,74,Stable,Description for job 857,Senior Role
858,Graphic Designer 858,84-8657,Sales,83,25,45,47,88,Stable,Description for job 858,Senior Role
859,Truck Driver 859,72-6349,Marketing,23,26,23,45,63,Emerging,Description for job 859,Senior Role
860,Nurse 860,89-4263,Technology,94,1,43,10,70,Emerging,Description for job 860,Senior Role
861,Machine Learning Engineer 861,75-9575,Marketing,27,24,29,35,13,Emerging,Description for job 861,Management
862,Accountant 862,83-8532,Marketing,28,29,10,40,114,Emerging,Description for job 862,Management
863,Graphic Designer 863,77-7152,Marketing,79,23,7,43,146,Emerging,Description for job 863,Management
864,HR Specialist 864,71-9571,Finance,10,9,30,43,2,Emerging,Description for job 864,Senior Role
865,Nurse 865,72-3522,HR,96,15,21,10,42,Transforming,Description for job 865,Senior Role
866,Sales Director 866,69-3710,Sales,86,49,23,42,172,Transforming,Description for job 866,Management
867,AI Specialist 867,87-2382,Operations,97,36,41,47,72,Emerging,Description for job 867,Specialist
868,HR Specialist 868,32-8787,Sales,22,24,32,6,182,Transforming,Description for job 868,Specialist
869,Data Scientist 869,58-8036,Operations,62,29,49,44,30,Declining,Description for job 869,Specialist
870,HR Specialist 870,66-4691,Sales,8,21,4,9,68,Stable,Description for job 870,Senior Role
871,Financial Analyst 871,43-4508,HR,32,13,5,48,137,Stable,Description for job 871,Specialist
872,HR Specialist 872,25-1458,Marketing,14,49,14,11,183,Emerging,Description for job 872,Senior Role
873,Truck Driver 873,51-1766,Operations,29,7,5,12,146,Emerging,Description for job 873,Specialist
874,Software Engineer 874,11-6149,HR,8,35,29,16,130,Stable,Description for job 874,Specialist
875,Accountant 875,94-9274,HR,84,28,50,15,97,Stable,Description for job 875,Specialist
876,Data Scientist 876,21-7132,Sales,98,8,36,26,116,Stable,Description for job 876,Senior Role
877,Customer Service Rep 877,57-8619,Sales,39,18,34,27,138,Declining,Description for job 877,Management
878,HR Specialist 878,99-4514,HR,19,39,14,5,184,Transforming,Description for job 878,Management
879,Accountant 879,38-3877,HR,79,26,24,47,175,Transforming,Description for job 879,Senior Role
880,Nurse 880,40-3012,Finance,80,24,33,29,158,Transforming,Description for job 880,Senior Role
881,Software Engineer 881,40-8029,Operations,72,2,29,27,93,Stable,Description for job 881,Specialist
882,HR Specialist 882,56-9901,Technology,71,47,47,29,40,Emerging,Description for job 882,Management
883,Sales Director 883,30-6228,Marketing,93,5,46,5,87,Emerging,Description for job 883,Senior Role
884,Software Engineer 884,66-7005,Finance,73,14,3,50,82,Stable,Description for job 884,Management
885,Graphic Designer 885,38-6234,Technology,22,20,41,12,88,Emerging,Description for job 885,Management
886,Graphic Designer 886,15-8434,Finance,97,9,21,48,178,Declining,Description for job 886,Specialist
887,HR Specialist 887,44-6489,Operations,63,30,34,43,77,Transforming,Description for job 887,Specialist
888,Customer Service Rep 888,46-2530,Operations,23,17,9,1,178,Declining,Description for job 888,Specialist
889,Machine Learning Engineer 889,53-6243,Technology,84,11,32,33,169,Declining,Description for job 889,Management
890,Sales Director 890,41-8791,Operations,96,7,31,46,105,Transforming,Description for job 890,Management
891,Financial Analyst 891,61-7783,Finance,75,15,49,38,117,Transforming,Description for job 891,Specialist
892,Marketing Manager 892,74-8836,Finance,12,25,19,5,31,Declining,Description for job 892,Specialist
893,Nurse 893,23-4914,HR,93,12,16,31,106,Emerging,Description for job 893,Management
894,Marketing Manager 894,92-2199,Technology,38,16,44,47,106,Declining,Description for job 894,Management
895,Nurse 895,50-2820,Operations,54,26,29,9,68,Transforming,Description for job 895,Management
896,Truck Driver 896,86-8280,Sales,10,34,9,7,187,Emerging,Description for job 896,Specialist
