CompanyKey,CompanyName,CompanySize,Primary_Industry,Headquarters_LocationKey,Stock_Ticker,Website_URL,AI_Maturity_Level,Annual_Revenue_USD,Employee_Count,Founding_Year,Is_Public
1072,Company 1072 Inc.,201-500,Finance,574,GPB,http://www.company1072.com,Explorer,32731509277,195208,2003,True
1073,Company 1073 Inc.,"5001-10,000",Manufacturing,66,HPB,http://www.company1073.com,Leader,46940511737,114639,1984,True
1074,Company 1074 Inc.,"10,001+",Manufacturing,372,IPB,http://www.company1074.com,Exploiter,64234378145,107818,1972,True
1075,Company 1075 Inc.,201-500,Retail,38,JPB,http://www.company1075.com,Exploiter,50490617992,63578,1997,False
1076,Company 1076 Inc.,51-200,Transportation,474,KPB,http://www.company1076.com,Exploiter,38324691643,122150,1972,False
1077,Company 1077 Inc.,1001-5000,Media,338,LPB,http://www.company1077.com,Explorer,59079126831,196014,1972,True
1078,Company 1078 Inc.,1-50,Retail,274,MPB,http://www.company1078.com,Exploiter,66045266076,79437,1985,True
1079,Company 1079 Inc.,201-500,Finance,825,NPB,http://www.company1079.com,Explorer,44369067854,40696,1991,False
1080,Company 1080 Inc.,"5001-10,000",Transportation,585,OPB,http://www.company1080.com,Exploiter,75980602563,49127,1965,True
1081,Company 1081 Inc.,"10,001+",Education,738,PPB,http://www.company1081.com,Exploiter,66558958046,189534,1999,True
1082,Company 1082 Inc.,501-1000,Media,178,QPB,http://www.company1082.com,Exploiter,14573665375,154033,1964,False
1083,Company 1083 Inc.,"10,001+",Media,39,RPB,http://www.company1083.com,Leader,66839079193,64008,2002,False
1084,Company 1084 Inc.,1-50,Education,867,SPB,http://www.company1084.com,Leader,37197386121,94454,2003,True
1085,Company 1085 Inc.,201-500,Retail,497,TPB,http://www.company1085.com,Leader,72915237377,110152,1975,False
1086,Company 1086 Inc.,1001-5000,Manufacturing,342,UPB,http://www.company1086.com,Exploiter,26224421585,83711,2015,True
1087,Company 1087 Inc.,201-500,Finance,759,VPB,http://www.company1087.com,Explorer,2007473479,169758,1963,True
1088,Company 1088 Inc.,"10,001+",Retail,704,WPB,http://www.company1088.com,Leader,67205445672,171650,2011,True
1089,Company 1089 Inc.,501-1000,Media,443,XPB,http://www.company1089.com,Leader,88232745445,1994,1951,True
1090,Company 1090 Inc.,51-200,Finance,676,YPB,http://www.company1090.com,Exploiter,11620524443,55488,1987,False
1091,Company 1091 Inc.,1001-5000,Retail,821,ZPB,http://www.company1091.com,Explorer,79044674108,194957,2005,False
1092,Company 1092 Inc.,"10,001+",Finance,650,AQB,http://www.company1092.com,Leader,47351397922,163541,1974,True
1093,Company 1093 Inc.,51-200,Manufacturing,648,BQB,http://www.company1093.com,Explorer,2681924497,180076,2002,True
1094,Company 1094 Inc.,1-50,Transportation,965,CQB,http://www.company1094.com,Explorer,232900939,46021,1993,False
1095,Company 1095 Inc.,"5001-10,000",Finance,944,DQB,http://www.company1095.com,Leader,26727058827,83132,1973,True
1096,Company 1096 Inc.,"10,001+",Healthcare,52,EQB,http://www.company1096.com,Exploiter,89100092436,101941,1972,False
1097,Company 1097 Inc.,"10,001+",Media,867,FQB,http://www.company1097.com,Exploiter,24070059488,7761,1975,True
1098,Company 1098 Inc.,"10,001+",Retail,594,GQB,http://www.company1098.com,Exploiter,31365808133,17304,1971,True
1099,Company 1099 Inc.,51-200,Healthcare,369,HQB,http://www.company1099.com,Explorer,27793915257,127838,1991,False
1100,Company 1100 Inc.,201-500,Transportation,709,IQB,http://www.company1100.com,Leader,15144931535,54822,2002,True
1101,Company 1101 Inc.,51-200,Education,580,JQB,http://www.company1101.com,Explorer,24799064433,9804,1954,False
1102,Company 1102 Inc.,1-50,Retail,968,KQB,http://www.company1102.com,Exploiter,11933898266,65799,1982,True
1103,Company 1103 Inc.,1001-5000,Transportation,595,LQB,http://www.company1103.com,Exploiter,63426898039,23838,1963,True
1104,Company 1104 Inc.,51-200,Technology,292,MQB,http://www.company1104.com,Exploiter,62675105969,25958,2018,False
1105,Company 1105 Inc.,51-200,Technology,873,NQB,http://www.company1105.com,Leader,34118709899,61099,1997,True
1106,Company 1106 Inc.,"10,001+",Technology,881,OQB,http://www.company1106.com,Explorer,97636604540,94125,2017,True
1107,Company 1107 Inc.,1001-5000,Finance,607,PQB,http://www.company1107.com,Leader,24626716304,66564,1996,False
1108,Company 1108 Inc.,51-200,Finance,577,QQB,http://www.company1108.com,Leader,58734691232,162691,1986,False
1109,Company 1109 Inc.,"10,001+",Retail,139,RQB,http://www.company1109.com,Explorer,79959848247,15145,2011,False
1110,Company 1110 Inc.,"5001-10,000",Manufacturing,347,SQB,http://www.company1110.com,Leader,82121291792,63163,2017,False
1111,Company 1111 Inc.,201-500,Manufacturing,758,TQB,http://www.company1111.com,Leader,677280644,76764,1979,True
1112,Company 1112 Inc.,501-1000,Healthcare,520,UQB,http://www.company1112.com,Leader,7902438939,25077,1958,False
1113,Company 1113 Inc.,201-500,Education,630,VQB,http://www.company1113.com,Leader,85430343579,187511,1997,False
1114,Company 1114 Inc.,1-50,Media,98,WQB,http://www.company1114.com,Exploiter,20611007255,124368,1974,False
1115,Company 1115 Inc.,201-500,Education,612,XQB,http://www.company1115.com,Leader,79705381111,138763,1955,False
1116,Company 1116 Inc.,"10,001+",Manufacturing,634,YQB,http://www.company1116.com,Explorer,98257181155,174131,2010,False
1117,Company 1117 Inc.,"10,001+",Retail,54,ZQB,http://www.company1117.com,Exploiter,26409356341,38981,2010,False
1118,Company 1118 Inc.,1001-5000,Retail,544,ARB,http://www.company1118.com,Exploiter,12015321647,56639,2000,True
1119,Company 1119 Inc.,"5001-10,000",Retail,902,BRB,http://www.company1119.com,Explorer,46622315134,2816,1972,True
1120,Company 1120 Inc.,201-500,Manufacturing,975,CRB,http://www.company1120.com,Exploiter,46509718036,92048,2003,True
1121,Company 1121 Inc.,201-500,Media,167,DRB,http://www.company1121.com,Exploiter,63078624190,16832,1975,True
1122,Company 1122 Inc.,201-500,Finance,884,ERB,http://www.company1122.com,Leader,51591027278,63014,2015,False
1123,Company 1123 Inc.,51-200,Retail,428,FRB,http://www.company1123.com,Exploiter,87694082363,109321,2016,True
1124,Company 1124 Inc.,"10,001+",Education,329,GRB,http://www.company1124.com,Leader,1986700712,100051,1997,False
1125,Company 1125 Inc.,501-1000,Manufacturing,738,HRB,http://www.company1125.com,Leader,73586773988,114017,1994,False
1126,Company 1126 Inc.,1-50,Technology,258,IRB,http://www.company1126.com,Exploiter,81067065798,141235,1957,False
1127,Company 1127 Inc.,1001-5000,Healthcare,487,JRB,http://www.company1127.com,Explorer,99278662898,34767,2006,True
1128,Company 1128 Inc.,"5001-10,000",Finance,553,KRB,http://www.company1128.com,Explorer,88759220099,9991,1969,False
1129,Company 1129 Inc.,1-50,Retail,153,LRB,http://www.company1129.com,Explorer,81629504566,161574,1994,False
1130,Company 1130 Inc.,201-500,Manufacturing,193,MRB,http://www.company1130.com,Exploiter,26362534930,62017,1955,True
1131,Company 1131 Inc.,"10,001+",Education,707,NRB,http://www.company1131.com,Exploiter,92486761113,62124,1950,True
1132,Company 1132 Inc.,51-200,Education,837,ORB,http://www.company1132.com,Leader,48671916290,175638,1951,False
1133,Company 1133 Inc.,"10,001+",Education,573,PRB,http://www.company1133.com,Leader,78021596880,123971,2002,True
1134,Company 1134 Inc.,1-50,Education,759,QRB,http://www.company1134.com,Exploiter,58273499338,178581,2003,True
1135,Company 1135 Inc.,51-200,Healthcare,756,RRB,http://www.company1135.com,Exploiter,76528957436,18439,1999,True
1136,Company 1136 Inc.,501-1000,Transportation,772,SRB,http://www.company1136.com,Exploiter,3484790287,149589,1991,True
1137,Company 1137 Inc.,1-50,Technology,768,TRB,http://www.company1137.com,Exploiter,27954828476,180652,2019,False
1138,Company 1138 Inc.,501-1000,Media,648,URB,http://www.company1138.com,Exploiter,49409960639,46249,1996,True
1139,Company 1139 Inc.,51-200,Healthcare,741,VRB,http://www.company1139.com,Leader,30439663237,7174,1975,True
1140,Company 1140 Inc.,501-1000,Technology,248,WRB,http://www.company1140.com,Leader,19113367685,61490,2015,True
1141,Company 1141 Inc.,501-1000,Manufacturing,631,XRB,http://www.company1141.com,Exploiter,16280830664,179,1984,True
1142,Company 1142 Inc.,"5001-10,000",Technology,425,YRB,http://www.company1142.com,Explorer,38849767327,45090,1967,False
1143,Company 1143 Inc.,51-200,Retail,818,ZRB,http://www.company1143.com,Exploiter,37029899486,82000,2018,False
1144,Company 1144 Inc.,201-500,Finance,807,ASB,http://www.company1144.com,Leader,78808371125,47042,1952,False
1145,Company 1145 Inc.,"10,001+",Healthcare,530,BSB,http://www.company1145.com,Explorer,34753833486,53333,1969,False
1146,Company 1146 Inc.,"10,001+",Manufacturing,673,CSB,http://www.company1146.com,Exploiter,22394900928,25134,2010,False
1147,Company 1147 Inc.,501-1000,Education,37,DSB,http://www.company1147.com,Exploiter,74376565759,82353,1982,True
1148,Company 1148 Inc.,1-50,Technology,364,ESB,http://www.company1148.com,Leader,25247452849,29400,1983,False
1149,Company 1149 Inc.,"5001-10,000",Manufacturing,489,FSB,http://www.company1149.com,Exploiter,43554508830,144373,1980,True
1150,Company 1150 Inc.,"5001-10,000",Healthcare,933,GSB,http://www.company1150.com,Exploiter,70724542102,182581,2011,True
1151,Company 1151 Inc.,51-200,Manufacturing,714,HSB,http://www.company1151.com,Explorer,12336292518,131338,1999,False
1152,Company 1152 Inc.,201-500,Technology,640,ISB,http://www.company1152.com,Leader,29202354404,19301,2012,True
1153,Company 1153 Inc.,1001-5000,Education,886,JSB,http://www.company1153.com,Exploiter,69639908527,104369,2011,True
1154,Company 1154 Inc.,201-500,Education,647,KSB,http://www.company1154.com,Exploiter,1863902879,47712,2007,True
1155,Company 1155 Inc.,1-50,Education,332,LSB,http://www.company1155.com,Leader,96349342039,103132,1967,True
1156,Company 1156 Inc.,"5001-10,000",Transportation,437,MSB,http://www.company1156.com,Explorer,64960393015,135023,1968,True
1157,Company 1157 Inc.,201-500,Education,193,NSB,http://www.company1157.com,Exploiter,43664765525,148212,1993,False
1158,Company 1158 Inc.,1001-5000,Healthcare,648,OSB,http://www.company1158.com,Explorer,82693637818,49497,1956,True
1159,Company 1159 Inc.,"10,001+",Transportation,843,PSB,http://www.company1159.com,Explorer,50623958933,2822,2015,False
1160,Company 1160 Inc.,201-500,Finance,95,QSB,http://www.company1160.com,Leader,56351152379,175623,2000,False
1161,Company 1161 Inc.,"10,001+",Transportation,85,RSB,http://www.company1161.com,Leader,11285069835,20265,1992,True
1162,Company 1162 Inc.,1-50,Manufacturing,888,SSB,http://www.company1162.com,Leader,22825437447,153294,2006,True
1163,Company 1163 Inc.,51-200,Media,306,TSB,http://www.company1163.com,Exploiter,94307772054,31507,1973,False
1164,Company 1164 Inc.,"10,001+",Transportation,461,USB,http://www.company1164.com,Exploiter,86227065555,89220,1962,False
1165,Company 1165 Inc.,201-500,Media,381,VSB,http://www.company1165.com,Leader,7979105811,99388,1965,False
1166,Company 1166 Inc.,201-500,Technology,422,WSB,http://www.company1166.com,Leader,70459317297,8944,1995,False
1167,Company 1167 Inc.,51-200,Finance,753,XSB,http://www.company1167.com,Leader,73481862628,75661,2002,True
1168,Company 1168 Inc.,"5001-10,000",Technology,318,YSB,http://www.company1168.com,Explorer,56792609889,22786,1975,False
1169,Company 1169 Inc.,"5001-10,000",Finance,255,ZSB,http://www.company1169.com,Explorer,91362027802,44154,2003,False
1170,Company 1170 Inc.,1001-5000,Healthcare,944,ATB,http://www.company1170.com,Leader,53317507496,72410,1986,False
1171,Company 1171 Inc.,1001-5000,Retail,994,BTB,http://www.company1171.com,Leader,13379465718,71178,1986,True
1172,Company 1172 Inc.,51-200,Education,116,CTB,http://www.company1172.com,Explorer,32642249986,135432,1956,False
1173,Company 1173 Inc.,1-50,Transportation,187,DTB,http://www.company1173.com,Explorer,80343733802,167880,1997,True
1174,Company 1174 Inc.,"10,001+",Media,308,ETB,http://www.company1174.com,Explorer,26182318160,71851,2008,True
1175,Company 1175 Inc.,201-500,Education,320,FTB,http://www.company1175.com,Explorer,43847812517,171243,2009,True
1176,Company 1176 Inc.,501-1000,Healthcare,79,GTB,http://www.company1176.com,Leader,76490201218,38111,1986,False
1177,Company 1177 Inc.,51-200,Media,898,HTB,http://www.company1177.com,Explorer,49923336979,57556,1994,True
1178,Company 1178 Inc.,201-500,Media,562,ITB,http://www.company1178.com,Exploiter,23304789186,140352,2006,False
1179,Company 1179 Inc.,51-200,Media,614,JTB,http://www.company1179.com,Explorer,87157667832,150853,1968,False
1180,Company 1180 Inc.,501-1000,Finance,956,KTB,http://www.company1180.com,Exploiter,70516610766,176806,1951,True
1181,Company 1181 Inc.,"5001-10,000",Transportation,18,LTB,http://www.company1181.com,Exploiter,65770949772,25785,2015,True
1182,Company 1182 Inc.,1001-5000,Finance,705,MTB,http://www.company1182.com,Exploiter,50160506366,32221,1985,False
1183,Company 1183 Inc.,501-1000,Media,773,NTB,http://www.company1183.com,Explorer,47529996878,190776,1996,True
1184,Company 1184 Inc.,"10,001+",Education,879,OTB,http://www.company1184.com,Exploiter,56823502884,142840,1963,True
1185,Company 1185 Inc.,501-1000,Manufacturing,177,PTB,http://www.company1185.com,Explorer,28119339671,168423,1962,True
1186,Company 1186 Inc.,1001-5000,Healthcare,207,QTB,http://www.company1186.com,Explorer,25463568557,163745,1975,True
1187,Company 1187 Inc.,1-50,Education,769,RTB,http://www.company1187.com,Explorer,96993734046,104957,2012,False
1188,Company 1188 Inc.,1001-5000,Healthcare,331,STB,http://www.company1188.com,Leader,60506911617,115181,2012,True
1189,Company 1189 Inc.,51-200,Retail,210,TTB,http://www.company1189.com,Exploiter,67912163497,56962,1991,False
1190,Company 1190 Inc.,1-50,Technology,416,UTB,http://www.company1190.com,Explorer,83878029745,13200,1971,False
1191,Company 1191 Inc.,201-500,Technology,901,VTB,http://www.company1191.com,Explorer,1456512649,185219,2015,False
1192,Company 1192 Inc.,501-1000,Media,649,WTB,http://www.company1192.com,Leader,8601802555,36655,1961,True
1193,Company 1193 Inc.,"5001-10,000",Education,334,XTB,http://www.company1193.com,Explorer,31845504283,90377,1954,True
1194,Company 1194 Inc.,201-500,Media,483,YTB,http://www.company1194.com,Leader,86942371715,48674,1950,True
1195,Company 1195 Inc.,1-50,Transportation,57,ZTB,http://www.company1195.com,Leader,49209671587,67205,1963,False
1196,Company 1196 Inc.,1-50,Retail,298,AUB,http://www.company1196.com,Exploiter,97859463240,83680,1991,True
1197,Company 1197 Inc.,1-50,Healthcare,181,BUB,http://www.company1197.com,Exploiter,15711885270,24878,1972,False
1198,Company 1198 Inc.,1-50,Education,489,CUB,http://www.company1198.com,Explorer,74612073005,141886,1957,False
1199,Company 1199 Inc.,"10,001+",Finance,133,DUB,http://www.company1199.com,Leader,68729286291,4141,1982,False
1200,Company 1200 Inc.,201-500,Transportation,535,EUB,http://www.company1200.com,Leader,35775996986,68693,1982,False
1201,Company 1201 Inc.,51-200,Technology,842,FUB,http://www.company1201.com,Exploiter,8943160072,158533,2007,True
1202,Company 1202 Inc.,51-200,Finance,672,GUB,http://www.company1202.com,Explorer,62337580031,11696,2017,False
1203,Company 1203 Inc.,501-1000,Technology,281,HUB,http://www.company1203.com,Leader,39145009923,83528,1961,True
1204,Company 1204 Inc.,501-1000,Finance,71,IUB,http://www.company1204.com,Explorer,85635307270,58966,1985,False
1205,Company 1205 Inc.,51-200,Technology,222,JUB,http://www.company1205.com,Exploiter,25500138263,36828,2013,False
1206,Company 1206 Inc.,1-50,Healthcare,695,KUB,http://www.company1206.com,Leader,89635520208,75568,1981,False
1207,Company 1207 Inc.,1-50,Education,282,LUB,http://www.company1207.com,Exploiter,76677064325,57025,2017,False
1208,Company 1208 Inc.,201-500,Manufacturing,195,MUB,http://www.company1208.com,Exploiter,30112647765,10477,1980,True
1209,Company 1209 Inc.,"10,001+",Media,408,NUB,http://www.company1209.com,Exploiter,6652768037,124618,1997,True
1210,Company 1210 Inc.,201-500,Media,262,OUB,http://www.company1210.com,Exploiter,85784630269,149868,1959,False
1211,Company 1211 Inc.,201-500,Finance,993,PUB,http://www.company1211.com,Leader,47131302190,17565,1972,False
1212,Company 1212 Inc.,"10,001+",Finance,557,QUB,http://www.company1212.com,Explorer,74380494578,160862,1966,True
1213,Company 1213 Inc.,501-1000,Healthcare,722,RUB,http://www.company1213.com,Leader,46269343018,80943,2006,True
1214,Company 1214 Inc.,1-50,Media,698,SUB,http://www.company1214.com,Exploiter,7227023248,166935,1990,True
1215,Company 1215 Inc.,51-200,Healthcare,375,TUB,http://www.company1215.com,Leader,78778359619,14469,2016,False
1216,Company 1216 Inc.,201-500,Transportation,553,UUB,http://www.company1216.com,Leader,21208091450,122083,2011,False
1217,Company 1217 Inc.,201-500,Media,706,VUB,http://www.company1217.com,Explorer,14312032064,106063,1980,True
1218,Company 1218 Inc.,201-500,Healthcare,527,WUB,http://www.company1218.com,Leader,56459029379,138210,2014,True
1219,Company 1219 Inc.,"5001-10,000",Transportation,974,XUB,http://www.company1219.com,Explorer,9264526433,40293,1981,True
1220,Company 1220 Inc.,1001-5000,Healthcare,848,YUB,http://www.company1220.com,Explorer,67926235537,80062,1990,False
1221,Company 1221 Inc.,201-500,Manufacturing,806,ZUB,http://www.company1221.com,Leader,43086678288,118544,1964,False
1222,Company 1222 Inc.,"10,001+",Technology,246,AVB,http://www.company1222.com,Exploiter,22262120836,97050,1973,False
1223,Company 1223 Inc.,1001-5000,Retail,405,BVB,http://www.company1223.com,Explorer,84900158367,183572,2012,False
1224,Company 1224 Inc.,501-1000,Retail,192,CVB,http://www.company1224.com,Exploiter,26084575339,29651,1969,False
1225,Company 1225 Inc.,1001-5000,Transportation,385,DVB,http://www.company1225.com,Explorer,50074439368,15210,1981,True
1226,Company 1226 Inc.,501-1000,Education,182,EVB,http://www.company1226.com,Leader,45693039221,134778,1952,True
1227,Company 1227 Inc.,1-50,Finance,981,FVB,http://www.company1227.com,Explorer,30906727922,41635,1980,True
1228,Company 1228 Inc.,1-50,Healthcare,570,GVB,http://www.company1228.com,Exploiter,34486197119,123078,1990,True
1229,Company 1229 Inc.,1-50,Manufacturing,985,HVB,http://www.company1229.com,Explorer,76621995942,80337,1973,False
1230,Company 1230 Inc.,1-50,Finance,932,IVB,http://www.company1230.com,Leader,50789175173,153297,1997,True
1231,Company 1231 Inc.,501-1000,Media,139,JVB,http://www.company1231.com,Exploiter,95145318956,131310,2001,True
1232,Company 1232 Inc.,1-50,Healthcare,189,KVB,http://www.company1232.com,Exploiter,43732735790,4609,1967,True
1233,Company 1233 Inc.,501-1000,Manufacturing,190,LVB,http://www.company1233.com,Explorer,83221515481,49659,2000,True
1234,Company 1234 Inc.,1-50,Manufacturing,32,MVB,http://www.company1234.com,Leader,88839257527,88729,1956,True
1235,Company 1235 Inc.,501-1000,Transportation,888,NVB,http://www.company1235.com,Explorer,23741943935,50488,1999,True
1236,Company 1236 Inc.,"5001-10,000",Technology,783,OVB,http://www.company1236.com,Exploiter,42784770702,9983,1986,True
1237,Company 1237 Inc.,201-500,Media,378,PVB,http://www.company1237.com,Explorer,15083197914,126503,2004,True
1238,Company 1238 Inc.,"10,001+",Healthcare,212,QVB,http://www.company1238.com,Exploiter,14887869560,39237,2009,False
1239,Company 1239 Inc.,1001-5000,Education,174,RVB,http://www.company1239.com,Exploiter,59016579450,127766,1983,False
1240,Company 1240 Inc.,201-500,Transportation,295,SVB,http://www.company1240.com,Leader,74547601341,107348,1977,True
1241,Company 1241 Inc.,1-50,Media,439,TVB,http://www.company1241.com,Exploiter,2840071081,152429,2012,True
1242,Company 1242 Inc.,1-50,Finance,469,UVB,http://www.company1242.com,Explorer,88446627947,126781,1954,False
1243,Company 1243 Inc.,"5001-10,000",Education,148,VVB,http://www.company1243.com,Exploiter,27623444838,20082,1978,True
1244,Company 1244 Inc.,201-500,Transportation,559,WVB,http://www.company1244.com,Explorer,15825638311,84678,2018,False
1245,Company 1245 Inc.,1-50,Technology,460,XVB,http://www.company1245.com,Exploiter,4277330447,92197,1990,False
1246,Company 1246 Inc.,51-200,Retail,320,YVB,http://www.company1246.com,Explorer,31129453041,66978,1999,False
1247,Company 1247 Inc.,1001-5000,Retail,501,ZVB,http://www.company1247.com,Explorer,38596909809,120070,2005,False
1248,Company 1248 Inc.,201-500,Manufacturing,125,AWB,http://www.company1248.com,Exploiter,86620210217,101173,2003,True
1249,Company 1249 Inc.,51-200,Technology,426,BWB,http://www.company1249.com,Explorer,97376256323,147042,1961,False
1250,Company 1250 Inc.,201-500,Technology,611,CWB,http://www.company1250.com,Exploiter,74117228184,148006,1975,True
1251,Company 1251 Inc.,1001-5000,Retail,59,DWB,http://www.company1251.com,Leader,49040975738,145014,2008,False
1252,Company 1252 Inc.,201-500,Media,549,EWB,http://www.company1252.com,Leader,55065658454,150559,1991,False
1253,Company 1253 Inc.,501-1000,Manufacturing,488,FWB,http://www.company1253.com,Leader,48331152972,176630,1954,True
1254,Company 1254 Inc.,1001-5000,Education,242,GWB,http://www.company1254.com,Leader,27972542837,180887,1974,True
1255,Company 1255 Inc.,"10,001+",Manufacturing,499,HWB,http://www.company1255.com,Exploiter,71938587657,172154,2000,False
1256,Company 1256 Inc.,"10,001+",Finance,870,IWB,http://www.company1256.com,Leader,95795132405,195495,2002,False
1257,Company 1257 Inc.,201-500,Technology,899,JWB,http://www.company1257.com,Exploiter,62937553896,47542,1954,False
1258,Company 1258 Inc.,"10,001+",Retail,827,KWB,http://www.company1258.com,Explorer,33324094661,108944,2017,False
1259,Company 1259 Inc.,1-50,Retail,640,LWB,http://www.company1259.com,Exploiter,6412789799,53068,2012,True
1260,Company 1260 Inc.,1-50,Education,470,MWB,http://www.company1260.com,Exploiter,52645285856,182966,2018,False
1261,Company 1261 Inc.,51-200,Education,520,NWB,http://www.company1261.com,Exploiter,85578514011,81400,1965,True
1262,Company 1262 Inc.,"5001-10,000",Retail,266,OWB,http://www.company1262.com,Explorer,27844218780,150839,2018,False
1263,Company 1263 Inc.,1001-5000,Media,786,PWB,http://www.company1263.com,Leader,7745701474,54960,1997,False
1264,Company 1264 Inc.,"5001-10,000",Media,969,QWB,http://www.company1264.com,Exploiter,58702946237,81335,1973,False
1265,Company 1265 Inc.,1-50,Transportation,732,RWB,http://www.company1265.com,Leader,96197434678,77628,1971,False
1266,Company 1266 Inc.,201-500,Transportation,89,SWB,http://www.company1266.com,Exploiter,97544894044,149608,2016,False
1267,Company 1267 Inc.,1001-5000,Manufacturing,695,TWB,http://www.company1267.com,Explorer,61279161991,92358,1970,True
1268,Company 1268 Inc.,501-1000,Technology,939,UWB,http://www.company1268.com,Leader,50343640455,152654,1953,True
1269,Company 1269 Inc.,1001-5000,Transportation,142,VWB,http://www.company1269.com,Leader,90275734321,183976,1957,True
1270,Company 1270 Inc.,501-1000,Manufacturing,21,WWB,http://www.company1270.com,Leader,30666100250,89545,2006,True
1271,Company 1271 Inc.,1-50,Retail,861,XWB,http://www.company1271.com,Exploiter,99975398571,128777,1951,True
1272,Company 1272 Inc.,1-50,Manufacturing,130,YWB,http://www.company1272.com,Exploiter,5700213203,150491,1979,True
1273,Company 1273 Inc.,"5001-10,000",Transportation,98,ZWB,http://www.company1273.com,Exploiter,74641134458,175866,2002,False
1274,Company 1274 Inc.,201-500,Media,850,AXB,http://www.company1274.com,Leader,32807706029,53336,2015,False
1275,Company 1275 Inc.,201-500,Healthcare,723,BXB,http://www.company1275.com,Explorer,26043010025,18580,1950,False
1276,Company 1276 Inc.,1001-5000,Manufacturing,83,CXB,http://www.company1276.com,Explorer,82725152535,191515,2006,False
1277,Company 1277 Inc.,1001-5000,Education,786,DXB,http://www.company1277.com,Exploiter,980586277,73982,1966,False
1278,Company 1278 Inc.,201-500,Technology,16,EXB,http://www.company1278.com,Explorer,43600268234,174145,1978,False
1279,Company 1279 Inc.,"5001-10,000",Finance,165,FXB,http://www.company1279.com,Explorer,88926597219,20519,1957,True
1280,Company 1280 Inc.,"5001-10,000",Technology,772,GXB,http://www.company1280.com,Leader,1974617862,165717,1956,False
1281,Company 1281 Inc.,501-1000,Finance,193,HXB,http://www.company1281.com,Explorer,46218487718,193068,1998,False
1282,Company 1282 Inc.,1001-5000,Manufacturing,874,IXB,http://www.company1282.com,Explorer,83775893346,59600,1951,True
1283,Company 1283 Inc.,501-1000,Education,644,JXB,http://www.company1283.com,Exploiter,84886433102,76143,1951,False
1284,Company 1284 Inc.,51-200,Healthcare,502,KXB,http://www.company1284.com,Explorer,98404402922,699,1958,False
1285,Company 1285 Inc.,"5001-10,000",Manufacturing,221,LXB,http://www.company1285.com,Leader,93592242741,143000,1972,False
1286,Company 1286 Inc.,501-1000,Finance,553,MXB,http://www.company1286.com,Explorer,24430700687,147100,1960,False
1287,Company 1287 Inc.,501-1000,Media,383,NXB,http://www.company1287.com,Explorer,25479548822,64335,2005,True
1288,Company 1288 Inc.,501-1000,Manufacturing,679,OXB,http://www.company1288.com,Explorer,287137464,92314,1981,True
1289,Company 1289 Inc.,51-200,Finance,44,PXB,http://www.company1289.com,Exploiter,92383105827,92082,1974,False
1290,Company 1290 Inc.,1001-5000,Retail,14,QXB,http://www.company1290.com,Explorer,90949751599,97819,1963,False
1291,Company 1291 Inc.,501-1000,Technology,767,RXB,http://www.company1291.com,Leader,97566981760,156068,1959,True
1292,Company 1292 Inc.,201-500,Education,948,SXB,http://www.company1292.com,Exploiter,28622862349,50723,1989,False
1293,Company 1293 Inc.,"10,001+",Retail,12,TXB,http://www.company1293.com,Exploiter,15747859756,84564,1988,False
1294,Company 1294 Inc.,"10,001+",Media,815,UXB,http://www.company1294.com,Leader,54549555514,5997,1987,True
1295,Company 1295 Inc.,201-500,Finance,653,VXB,http://www.company1295.com,Leader,15617287474,194697,2003,True
1296,Company 1296 Inc.,201-500,Healthcare,298,WXB,http://www.company1296.com,Explorer,6450223358,49658,1950,True
1297,Company 1297 Inc.,51-200,Education,173,XXB,http://www.company1297.com,Explorer,32603462124,194626,1992,True
1298,Company 1298 Inc.,1001-5000,Manufacturing,678,YXB,http://www.company1298.com,Explorer,37670895559,91853,2012,False
1299,Company 1299 Inc.,"10,001+",Healthcare,694,ZXB,http://www.company1299.com,Exploiter,66916048683,29589,1983,True
1300,Company 1300 Inc.,1001-5000,Healthcare,606,AYB,http://www.company1300.com,Exploiter,7984999291,106924,1950,False
1301,Company 1301 Inc.,51-200,Education,606,BYB,http://www.company1301.com,Leader,71758640874,117553,1962,True
1302,Company 1302 Inc.,"10,001+",Finance,871,CYB,http://www.company1302.com,Leader,29778051248,126877,1990,False
1303,Company 1303 Inc.,51-200,Technology,2,DYB,http://www.company1303.com,Leader,33554406106,114200,1992,False
1304,Company 1304 Inc.,"10,001+",Transportation,686,EYB,http://www.company1304.com,Exploiter,84304234422,173951,1953,False
1305,Company 1305 Inc.,201-500,Education,836,FYB,http://www.company1305.com,Exploiter,84284747563,6831,2017,True
1306,Company 1306 Inc.,51-200,Transportation,448,GYB,http://www.company1306.com,Leader,7674607111,105305,1956,False
1307,Company 1307 Inc.,501-1000,Healthcare,439,HYB,http://www.company1307.com,Exploiter,64326001895,126550,1995,True
1308,Company 1308 Inc.,1-50,Technology,516,IYB,http://www.company1308.com,Leader,95959259864,165889,1975,False
1309,Company 1309 Inc.,201-500,Education,48,JYB,http://www.company1309.com,Explorer,15716609708,135705,2018,False
1310,Company 1310 Inc.,"10,001+",Healthcare,842,KYB,http://www.company1310.com,Explorer,48101758342,85128,1986,False
1311,Company 1311 Inc.,501-1000,Media,907,LYB,http://www.company1311.com,Leader,46861141525,46903,1981,True
1312,Company 1312 Inc.,201-500,Transportation,391,MYB,http://www.company1312.com,Explorer,21347349714,169856,1956,True
